29,Spółdzielnia Kukier-Ślipek Sp.k.,451-898-10-22,2023-02-22,2017-03-29,Dobra,24,2021-02-19
30,Uzar-Jachimczyk i syn s.c.,110-956-94-15,2021-04-05,2018-04-30,Zła,43,2022-10-30
31,Fundacja Wąsiewicz-Mrozowicz i syn s.c.,662-285-94-42,2023-12-06,2018-06-04,Bardzo dobra,14,2020-04-11
32,PPUH Faryna,469-383-35-88,2023-05-13,2017-01-16,Bardzo dobra,15,2022-10-25
33,FPUH Sykut S.A.,644-706-31-78,2020-12-07,2017-07-15,Bardzo dobra,18,2022-10-01
34,FPUH Lula Sp.j.,206-678-59-57,2022-06-17,2022-02-04,Średnia,26,2021-07-21
35,Grupa Godzwon,364-083-14-12,2023-08-07,2022-11-24,Średnia,25,2020-01-04
36,PPUH Garczarek,122-598-19-09,2020-06-22,2022-07-29,Bardzo dobra,15,2021-07-15
37,FPUH Oleszczak-Piaścik s.c.,537-053-03-55,2019-12-28,2016-06-25,Średnia,14,2020-03-08
38,Żybura-Borzym Sp.j.,937-425-10-76,2021-06-12,2015-04-30,Zła,13,2020-02-17
39,Maraszek-Krysta Sp.j.,364-437-53-62,2023-10-06,2018-01-11,Dobra,10,2022-10-28
40,PPUH Bubel-Dumin i syn s.c.,083-609-25-95,2021-08-10,2024-03-22,Zła,8,2021-06-12
41,FPUH Krzywonos Sp.k.,276-244-73-09,2024-03-30,2023-12-08,Dobra,50,2022-05-26
42,Stowarzyszenie Janasik Sp.k.,447-746-60-71,2021-10-08,2023-12-25,Zła,24,2022-07-25
43,Sysło-Kopytko s.c.,517-613-46-92,2021-08-25,2015-03-12,Bardzo dobra,26,2022-01-05
44,Sołtan S.A.,387-891-36-11,2021-12-18,2020-09-14,Zła,30,2021-07-21
45,Stowarzyszenie Korpal-Sugier Sp. z o.o. Sp.k.,185-105-52-60,2021-03-10,2017-10-29,Dobra,5,2022-05-12
46,Spółdzielnia Rogacz,686-377-19-93,2020-06-11,2020-12-23,Dobra,24,2021-05-17
47,Gierak i syn s.c.,083-320-95-57,2022-03-05,2022-01-12,Dobra,35,2021-12-03
48,FPUH Klimko i syn s.c.,880-533-12-81,2021-03-11,2018-11-08,Średnia,9,2021-08-27
49,Wolańczyk i syn s.c.,406-170-63-67,2022-06-16,2016-10-11,Bardzo dobra,32,2022-08-16
50,Wielgos-Galos i syn s.c.,952-171-57-56,2023-05-13,2022-12-09,Bardzo dobra,30,2022-07-31
51,Spółdzielnia Nóżka S.A.,313-646-73-48,2020-12-19,2015-04-25,Średnia,2,2021-06-06
52,Łachacz-Neubauer Sp. z o.o.,129-080-45-97,2023-09-15,2021-05-15,Zła,6,2022-02-03
53,Stowarzyszenie Gałęza Sp.k.,154-899-96-85,2021-07-13,2017-05-09,Średnia,47,2022-06-18
54,Fundacja Sot-Słaba i syn s.c.,754-413-53-10,2024-02-16,2020-11-09,Bardzo dobra,7,2020-05-04
55,Gabinety Drabczyk-Drobot s.c.,246-585-48-90,2020-03-17,2022-08-16,Średnia,27,2022-05-09
56,Pacholak i syn s.c.,339-198-65-59,2021-02-20,2022-06-07,Bardzo dobra,3,2020-06-16
57,Grupa Filak s.c.,778-504-63-92,2023-12-11,2016-03-09,Zła,44,2021-05-09
58,FPUH Pawela Sp. z o.o.,643-057-76-26,2020-01-11,2020-05-11,Zła,3,2021-09-25
59,Gabinety Łuczkiewicz-Sztaba i syn s.c.,040-714-05-55,2021-06-19,2017-01-01,Dobra,36,2021-09-13
60,Downar-Buczko Sp. z o.o.,346-240-04-60,2023-03-04,2020-03-05,Zła,19,2021-10-23
61,FPUH Tondera i syn s.c.,295-886-23-84,2022-02-09,2015-04-28,Średnia,16,2021-10-19
62,Fundacja Doroszuk,042-260-86-35,2022-12-19,2023-06-22,Dobra,32,2022-01-30
63,FPUH Armata,748-222-12-20,2023-03-12,2015-11-27,Bardzo dobra,23,2022-07-19
64,Dąbrowicz-Krzywonos Sp.k.,944-509-64-28,2024-10-26,2019-06-20,Bardzo dobra,39,2020-06-04
65,Sugier-Bazylewicz Sp.k.,808-749-63-28,2022-03-06,2017-09-10,Średnia,21,2022-07-12
66,Siwka Sp. z o.o.,258-127-74-63,2022-01-15,2017-10-27,Bardzo dobra,10,2020-04-21
67,Iwańczyk-Jarmużek s.c.,393-726-44-68,2021-09-21,2023-11-22,Bardzo dobra,44,2020-10-06
68,Grzelczyk-Gotfryd S.A.,255-862-16-96,2021-03-06,2024-10-05,Średnia,36,2020-02-08
69,Szuta-Brózda s.c.,466-069-25-41,2023-03-15,2020-10-05,Bardzo dobra,36,2021-10-30
70,Grupa Łuczyk,734-221-85-38,2021-07-15,2020-05-04,Dobra,3,2022-03-31
71,Kulon-Ziemak Sp.j.,953-082-59-43,2024-10-24,2021-11-06,Dobra,40,2020-10-11
72,FPUH Jajko,742-622-46-87,2024-02-22,2023-10-03,Zła,43,2021-03-31
73,FPUH Bazela-Bartłomiejczyk S.A.,829-712-41-74,2020-03-07,2015-03-12,Dobra,17,2021-04-18
74,Fundacja Fraś,934-681-51-56,2022-07-07,2015-10-31,Bardzo dobra,2,2022-08-26
75,Wojcik-Syroka Sp.k.,293-156-20-95,2022-11-23,2023-02-21,Bardzo dobra,15,2022-08-13
76,Spółdzielnia Ryszkiewicz,269-064-38-81,2020-11-20,2021-09-25,Średnia,9,2020-08-28
77,Gumienna Sp.j.,740-225-31-61,2019-12-11,2023-08-19,Zła,40,2020-06-15
78,Stowarzyszenie Słowiak Sp. z o.o. Sp.k.,067-849-88-64,2021-03-02,2016-02-21,Średnia,50,2020-01-16
79,Szaj-Kosman i syn s.c.,033-864-93-72,2020-03-27,2017-08-11,Zła,50,2020-03-06
80,Grupa Jaroszuk i syn s.c.,652-792-04-30,2023-12-08,2017-10-27,Bardzo dobra,30,2022-04-20
81,PPUH Herok,625-288-87-97,2020-08-06,2024-05-19,Bardzo dobra,13,2020-03-17
82,Witas-Fogel Sp.k.,814-376-79-85,2022-11-14,2015-11-05,Bardzo dobra,17,2020-03-11
83,Stowarzyszenie Grzegorzak Sp.j.,739-134-63-46,2023-10-28,2016-10-15,Średnia,7,2020-10-26
84,Woroch-Okraska S.A.,379-992-62-29,2022-09-12,2016-12-28,Bardzo dobra,3,2021-08-29
85,PPUH Michnowicz,421-030-44-12,2023-02-19,2021-08-04,Dobra,49,2021-11-11
86,FPUH Malara Sp.k.,425-710-34-16,2022-03-13,2015-12-04,Bardzo dobra,34,2021-05-18
87,FPUH Śleziak,704-666-06-05,2024-03-09,2024-07-23,Średnia,44,2020-03-04
88,PPUH Zegar-Labocha s.c.,711-687-86-52,2024-07-11,2017-08-06,Średnia,30,2020-05-13
89,Stowarzyszenie Dorociak,142-162-28-90,2022-07-19,2023-07-23,Bardzo dobra,20,2020-07-12
90,Lampa-Połom Sp.k.,976-453-66-64,2020-09-26,2023-01-15,Zła,34,2022-09-09
91,PPUH Kaczmar-Śliz Sp. z o.o.,304-303-05-46,2021-10-11,2017-03-08,Zła,12,2021-06-23
92,Stowarzyszenie Ceran-Krokosz s.c.,691-387-65-82,2024-05-02,2019-07-19,Zła,19,2020-06-21
93,Fundacja Goworek,349-559-97-39,2021-04-01,2019-11-21,Średnia,31,2022-09-24
94,Fundacja Jarkiewicz s.c.,362-432-74-58,2021-06-05,2022-07-14,Zła,7,2021-09-02
95,Koj-Cichowlas Sp. z o.o. Sp.k.,585-697-93-08,2023-07-08,2019-04-22,Średnia,18,2022-03-02
96,PPUH Tabiś i syn s.c.,738-669-47-02,2019-12-28,2015-06-27,Dobra,7,2022-05-18
97,Klaja Sp.j.,770-659-12-78,2020-09-29,2019-11-20,Średnia,40,2022-05-16
98,Mroczko-Szlęk S.A.,242-607-27-31,2023-01-18,2016-03-06,Bardzo dobra,15,2022-08-05
99,PPUH Hajdukiewicz-Palak S.A.,071-321-39-02,2020-03-15,2020-06-26,Zła,24,2022-05-14
100,FPUH Wyciszkiewicz-Jaszczyszyn i syn s.c.,995-965-79-91,2021-11-26,2021-10-10,Dobra,48,2021-08-06
101,Spółdzielnia Świergiel i syn s.c.,030-518-86-58,2021-05-04,2020-01-31,Zła,5,2022-07-20
102,Spółdzielnia Raczkiewicz,029-149-45-89,2022-01-02,2015-11-29,Zła,50,2022-09-05
103,Grupa Hermanowicz Sp.k.,283-311-91-97,2023-03-06,2019-05-18,Bardzo dobra,10,2020-12-16
104,Pawlukiewicz-Hewelt i syn s.c.,976-561-25-87,2023-10-29,2024-06-29,Dobra,23,2020-11-03
105,Spółdzielnia Madzia,851-830-89-63,2020-08-10,2023-10-23,Dobra,16,2021-12-08
106,Tomalak-Fiołka S.A.,322-736-17-66,2023-06-13,2017-10-10,Średnia,37,2020-01-23
107,Gabinety Nieborak-Adamów i syn s.c.,344-287-32-43,2023-04-25,2019-02-20,Dobra,8,2021-05-02
108,Gabinety Dybka,536-592-86-32,2024-08-23,2015-05-31,Średnia,4,2020-03-17
109,Mandrysz-Bender Sp.k.,185-136-03-61,2020-08-09,2023-05-04,Dobra,1,2021-05-29
110,Stowarzyszenie Sierpień-Tokarek Sp.j.,413-313-61-54,2021-10-22,2024-07-14,Średnia,21,2020-11-23
111,Łój-Ładziak S.A.,690-282-47-10,2024-03-24,2024-02-27,Bardzo dobra,1,2021-11-15
112,Grupa Gramza-Sobolak Sp. z o.o.,338-380-04-27,2020-08-17,2022-11-17,Średnia,30,2022-01-10
113,Gabinety Reimann,165-950-42-87,2022-02-28,2014-12-05,Bardzo dobra,11,2022-04-23
114,Kontny i syn s.c.,563-764-45-99,2023-04-19,2019-06-12,Średnia,30,2021-07-11
115,FPUH Wochnik Sp. z o.o.,915-636-88-80,2023-10-29,2015-06-20,Zła,28,2021-11-25
116,Fundacja Huczko-Joniak i syn s.c.,549-109-14-83,2023-07-15,2023-02-21,Zła,44,2020-03-01
117,Karalus i syn s.c.,192-302-77-97,2021-07-18,2015-01-18,Dobra,1,2022-01-16
118,Stowarzyszenie Latacz,064-874-94-63,2023-05-10,2020-07-22,Zła,31,2020-07-21
119,Kiełbus s.c.,479-785-90-98,2021-03-06,2018-01-30,Bardzo dobra,27,2021-10-26
120,FPUH Puła s.c.,031-911-36-66,2021-02-18,2016-04-25,Bardzo dobra,17,2022-04-08
121,Stępka Sp.j.,366-169-29-71,2022-07-02,2016-10-21,Dobra,18,2020-03-19
122,FPUH Majewicz-Moczko S.A.,091-415-04-80,2020-07-25,2017-12-05,Bardzo dobra,26,2020-03-22
123,Grupa Wyłupek,284-592-19-14,2019-11-10,2019-12-15,Bardzo dobra,35,2020-01-17
124,Gabinety Ubysz-Kolarczyk Sp. z o.o.,272-333-84-99,2020-08-14,2017-03-02,Zła,46,2021-10-14
125,Lempart-Podsiadła i syn s.c.,763-766-64-03,2022-12-17,2023-03-13,Bardzo dobra,30,2022-08-31
126,Fundacja Drela Sp. z o.o. Sp.k.,538-233-48-50,2022-01-30,2017-02-24,Średnia,7,2021-10-03
127,Bilewicz i syn s.c.,321-131-36-57,2022-12-11,2018-09-12,Średnia,11,2021-08-20
128,Stowarzyszenie Swacha,564-205-11-68,2022-12-15,2024-03-06,Zła,27,2020-02-11
129,PPUH Strzała Sp.k.,867-833-55-68,2020-08-27,2024-03-11,Bardzo dobra,44,2021-08-11
130,Gabinety Królczyk-Brachman i syn s.c.,296-379-17-72,2020-07-04,2015-04-08,Zła,15,2021-12-09
131,Spółdzielnia Ziegler-Rzeźniczek Sp. z o.o. Sp.k.,832-752-05-78,2024-04-02,2018-01-23,Dobra,30,2020-08-03
132,Tłuczek-Tołoczko S.A.,553-130-42-89,2024-06-27,2019-09-28,Bardzo dobra,21,2020-09-26
133,Gabinety Kudela,859-953-21-81,2024-08-08,2019-08-03,Zła,5,2021-04-24
134,Gabinety Budkiewicz,552-033-35-96,2023-11-15,2015-06-15,Dobra,3,2022-07-05
135,Spółdzielnia Franków-Krüger i syn s.c.,714-241-80-70,2021-12-05,2016-05-25,Bardzo dobra,19,2020-04-12
136,Borak i syn s.c.,149-205-78-89,2024-09-25,2019-11-29,Średnia,23,2021-03-10
137,Spółdzielnia Choina-Bastek Sp.j.,636-145-05-60,2022-07-09,2014-11-22,Dobra,5,2022-04-21
138,Wons i syn s.c.,801-279-85-43,2023-11-02,2024-03-11,Zła,40,2021-02-03
139,Fundacja Cyganik i syn s.c.,550-096-70-88,2022-05-27,2020-03-12,Średnia,36,2020-03-18
140,Spółdzielnia Tomzik-Pinda Sp.k.,656-326-83-23,2019-12-06,2022-07-07,Średnia,1,2022-01-20
141,Andrys i syn s.c.,052-144-13-29,2022-04-16,2023-02-09,Zła,36,2020-09-23
142,FPUH Paprotny Sp.k.,318-452-19-03,2020-03-20,2021-10-08,Bardzo dobra,36,2022-02-28
143,FPUH Chowaniak Sp. z o.o.,872-643-40-63,2022-08-02,2023-04-24,Dobra,44,2022-02-28
144,Hus-Panicz Sp.j.,009-086-92-96,2024-04-14,2016-11-27,Zła,11,2022-03-14
145,FPUH Doktor s.c.,366-792-86-26,2021-05-09,2024-07-20,Średnia,22,2022-01-01
146,Fundacja Dycha-Lemke S.A.,794-671-08-89,2021-08-29,2019-04-25,Bardzo dobra,6,2020-10-11
147,Niewiara Sp. z o.o. Sp.k.,634-781-54-87,2023-04-19,2022-12-21,Średnia,36,2020-07-03
148,Fundacja Labocha,293-064-53-38,2022-07-21,2023-07-06,Zła,35,2022-10-04
149,FPUH Roda,162-781-51-95,2020-08-26,2024-04-19,Zła,30,2022-05-01
150,Fundacja Związek Sp. z o.o.,937-546-55-99,2019-11-24,2022-03-19,Dobra,40,2022-10-07
151,Gąszczak-Perka i syn s.c.,356-753-09-60,2021-09-17,2018-12-31,Bardzo dobra,6,2020-04-21
152,Spółdzielnia Stempel Sp.k.,435-619-95-35,2022-09-10,2023-08-29,Dobra,3,2020-01-24
153,Szczot Sp. z o.o. Sp.k.,016-848-25-78,2020-06-18,2019-03-12,Zła,48,2020-08-04
154,Fundacja Merchel-Piskor Sp.j.,801-173-57-07,2020-04-10,2016-10-13,Bardzo dobra,39,2021-06-01
155,Grupa Zagozda-Ciesiółka Sp.j.,994-099-25-42,2022-08-21,2015-06-20,Dobra,18,2021-08-27
156,Lubera Sp.k.,449-577-23-14,2021-07-02,2020-08-24,Dobra,13,2020-08-30
157,Stowarzyszenie Galon S.A.,466-024-91-99,2021-10-21,2016-05-25,Bardzo dobra,34,2021-10-22
158,Stowarzyszenie Kaja Sp.j.,466-929-43-26,2020-08-18,2018-10-27,Dobra,8,2021-06-19
159,Grys-Kononowicz Sp.j.,680-958-79-79,2022-04-12,2017-06-22,Dobra,48,2021-11-18
160,PPUH Wąsek-Berendt S.A.,355-373-26-24,2022-11-24,2024-03-08,Średnia,33,2022-02-11
161,Stowarzyszenie Posmyk,319-591-12-90,2021-10-23,2024-02-27,Zła,19,2020-08-21
162,PPUH Pitura Sp.j.,236-923-06-72,2019-12-26,2017-09-17,Dobra,38,2020-11-29
163,Kapinos i syn s.c.,403-422-76-57,2021-10-04,2018-06-27,Dobra,10,2022-09-27
164,FPUH Misiurek s.c.,872-860-45-27,2022-02-14,2021-04-26,Zła,34,2022-07-05
165,Ryznar-Larysz Sp. z o.o.,190-329-43-42,2022-10-16,2018-08-19,Zła,49,2021-10-11
166,Ryczko Sp. z o.o. Sp.k.,992-411-71-76,2024-07-26,2020-03-27,Zła,46,2020-11-15
167,FPUH Zeman-Bartoszczyk Sp. z o.o. Sp.k.,867-808-84-71,2021-05-08,2016-09-16,Bardzo dobra,39,2021-04-11
168,Szurek i syn s.c.,541-545-37-17,2023-04-03,2017-09-19,Bardzo dobra,45,2020-08-06
169,Stowarzyszenie Bazyluk,703-223-66-82,2020-11-15,2024-02-13,Średnia,13,2021-10-16
170,Fundacja Kuśka,131-914-93-33,2022-08-11,2022-07-05,Bardzo dobra,15,2021-02-01
171,FPUH Rurka-Korniak i syn s.c.,297-324-29-21,2021-03-28,2024-05-12,Bardzo dobra,8,2022-08-01
172,Handke Sp.k.,500-763-31-08,2020-04-02,2018-11-06,Zła,19,2021-06-03
173,Spółdzielnia Handke,722-539-14-77,2024-02-08,2017-03-09,Bardzo dobra,31,2021-07-30
174,Zimoń-Majsterek Sp.j.,252-927-53-52,2021-09-03,2016-06-01,Zła,48,2021-10-29
175,Grupa Basa-Woda i syn s.c.,307-619-05-33,2020-03-27,2019-10-29,Zła,32,2020-08-19
176,Gabinety Adamaszek i syn s.c.,869-321-96-33,2024-09-23,2020-10-18,Dobra,41,2022-09-24
177,Fundacja Wrochna,994-712-23-97,2020-06-28,2015-08-06,Zła,28,2020-11-11
178,Stowarzyszenie Domoń-Michalkiewicz s.c.,680-909-60-77,2022-05-09,2024-07-02,Dobra,4,2020-07-31
179,FPUH Dzierżak,648-761-89-15,2021-10-31,2020-09-21,Bardzo dobra,34,2020-01-04
180,Spółdzielnia Downar Sp.j.,727-567-04-74,2024-02-13,2016-04-30,Bardzo dobra,4,2022-11-22
181,FPUH Kielan Sp.j.,951-041-99-88,2023-02-01,2023-05-19,Średnia,24,2020-04-19
182,Stowarzyszenie Kulus-Maciejuk s.c.,499-888-43-56,2022-03-27,2015-01-22,Bardzo dobra,19,2020-10-14
183,Gęgotek-Filusz Sp.k.,063-516-70-58,2020-05-24,2020-08-13,Dobra,29,2022-11-08
184,FPUH Sochaj-Gołoś Sp.j.,792-529-71-06,2021-01-31,2024-03-07,Dobra,37,2021-12-18
185,Fundacja Stempel-Kozdrój Sp. z o.o.,067-112-90-90,2023-09-13,2015-12-05,Bardzo dobra,46,2020-06-05
186,FPUH Boś,892-821-36-64,2020-03-24,2023-10-27,Zła,16,2021-12-05
187,Gabinety Kasznia,024-626-84-08,2020-07-20,2014-11-10,Bardzo dobra,33,2021-06-19
188,Kuryś Sp. z o.o.,913-139-35-83,2023-04-06,2015-03-02,Dobra,23,2022-09-15
189,Chomiak-Adamów S.A.,409-634-16-96,2024-06-24,2024-05-12,Zła,50,2022-08-15
190,Spółdzielnia Bartel S.A.,879-795-93-10,2023-10-07,2024-08-17,Zła,14,2020-05-28
191,Spółdzielnia Arendarczyk-Ciećko Sp.k.,043-785-66-72,2020-09-07,2021-12-15,Dobra,3,2020-04-18
192,PPUH Siatka-Kowara s.c.,737-445-71-44,2022-03-31,2022-11-16,Średnia,31,2022-04-23
193,Spółdzielnia Hanke Sp. z o.o. Sp.k.,830-455-56-34,2020-02-14,2022-12-16,Dobra,23,2020-10-11
194,Fundacja Procek-Suchora Sp.j.,217-326-07-51,2020-08-25,2024-07-16,Średnia,34,2020-03-11
195,Drost-Kus Sp.j.,380-611-53-51,2022-04-13,2015-04-06,Średnia,15,2022-08-15
196,Stowarzyszenie Guściora,789-198-32-53,2021-04-21,2019-04-27,Zła,12,2020-10-13
197,Spółdzielnia Dziewit,358-449-69-86,2021-01-19,2018-08-06,Zła,42,2020-11-21
198,Rzońca-Noszczyk Sp. z o.o.,230-814-65-40,2023-06-01,2016-02-02,Dobra,49,2022-07-08
199,FPUH Pyrz Sp.k.,029-889-25-19,2022-07-07,2019-11-23,Bardzo dobra,34,2021-10-20
200,Gabinety Uliczka Sp.k.,029-201-05-36,2023-10-02,2018-05-10,Bardzo dobra,46,2020-07-14
1,Krystkowiak-Gajzler S.A.,128-718-22-09,2023-01-03,2018-08-22,Bardzo dobra,34,2023-11-05
2,Lindner-Grabas Sp.k.,033-519-57-12,2021-12-20,2018-08-15,Bardzo dobra,32,2023-01-27
3,Stowarzyszenie Guźniczak,810-695-15-40,2021-03-16,2022-12-03,Średnia,29,2023-07-23
4,Gorol s.c.,986-472-16-83,2020-09-03,2020-08-18,Zła,2,2023-07-08
5,Grzejszczak Sp.k.,653-216-17-77,2020-01-19,2020-11-29,Bardzo dobra,15,2023-07-27
6,Fundacja Kurz-Brudny Sp.k.,524-442-42-60,2020-07-08,2021-09-15,Dobra,47,2023-06-03
7,FPUH Pietrak-Jagieło Sp.k.,014-449-29-71,2024-09-03,2020-09-12,Zła,10,2023-01-12
8,Stowarzyszenie Thiel,770-816-70-77,2021-08-07,2021-07-07,Średnia,28,2023-09-05
9,Spółdzielnia Mrózek s.c.,493-164-34-38,2021-01-26,2020-01-22,Średnia,25,2023-05-04
10,Barej Sp. z o.o. Sp.k.,053-015-92-71,2023-05-05,2021-12-05,Dobra,22,2023-04-08
11,Strama Sp. z o.o.,916-882-38-34,2020-12-31,2024-10-05,Średnia,30,2023-11-16
12,Misztela i syn s.c.,899-050-77-20,2021-02-14,2019-10-12,Zła,37,2023-12-20
13,Kawulok-Karsznia Sp.k.,177-387-16-95,2020-07-29,2023-08-20,Średnia,30,2023-11-28
14,Grupa Letkiewicz,987-563-68-96,2020-09-11,2015-10-26,Dobra,28,2023-02-11
15,Gabinety Sprycha Sp. z o.o.,712-948-48-44,2021-06-21,2016-01-02,Dobra,33,2023-01-20
16,PPUH Nyc-Polasik s.c.,626-711-00-51,2023-07-24,2014-11-07,Średnia,31,2023-07-12
17,Dobroń-Sygut Sp.k.,067-720-80-58,2019-12-21,2015-05-02,Dobra,39,2023-05-14
18,Spółdzielnia Gubernat s.c.,230-789-37-35,2021-07-25,2021-08-18,Średnia,41,2023-11-07
19,Tecław-Bruś S.A.,040-339-63-28,2021-01-07,2015-02-17,Bardzo dobra,31,2023-04-12
20,Fundacja Kajak,728-214-11-30,2023-10-29,2023-03-02,Zła,33,2023-05-24
21,Duszczyk Sp. z o.o.,522-223-75-77,2022-05-10,2016-09-09,Dobra,21,2023-11-15
22,Matura-Macek Sp. z o.o.,617-770-94-20,2022-10-31,2019-05-02,Bardzo dobra,15,2023-07-11
23,Grupa Jamroży-Fitrzyk S.A.,023-718-20-97,2022-09-03,2016-04-15,Średnia,50,2023-06-25
24,Fundacja Szwiec,666-033-43-73,2023-02-25,2016-07-04,Średnia,48,2023-11-17
25,FPUH Koczara,670-136-96-68,2023-04-19,2024-08-13,Dobra,28,2023-03-23
26,Skutnik Sp. z o.o.,233-456-90-46,2021-11-21,2022-04-22,Średnia,23,2023-05-03
27,Stowarzyszenie Gruchot Sp. z o.o. Sp.k.,545-870-18-63,2020-10-24,2018-06-20,Średnia,41,2023-03-07
28,Fundacja Uryga S.A.,763-170-19-08,2020-12-29,2017-04-23,Średnia,39,2023-04-11
29,Spółdzielnia Kukier-Ślipek Sp.k.,451-898-10-22,2023-02-22,2017-03-29,Dobra,12,2023-11-25
30,Uzar-Jachimczyk i syn s.c.,110-956-94-15,2021-04-05,2018-04-30,Średnia,31,2023-03-23
31,Fundacja Wąsiewicz-Mrozowicz i syn s.c.,662-285-94-42,2023-12-06,2018-06-04,Zła,2,2023-01-29
32,PPUH Faryna,469-383-35-88,2023-05-13,2017-01-16,Średnia,31,2023-05-01
33,FPUH Sykut S.A.,644-706-31-78,2020-12-07,2017-07-15,Zła,29,2023-10-28
34,FPUH Lula Sp.j.,206-678-59-57,2022-06-17,2022-02-04,Bardzo dobra,5,2023-01-13
35,Grupa Godzwon,364-083-14-12,2023-08-07,2022-11-24,Średnia,18,2023-02-11
36,PPUH Garczarek,122-598-19-09,2020-06-22,2022-07-29,Zła,22,2023-11-23
37,FPUH Oleszczak-Piaścik s.c.,537-053-03-55,2019-12-28,2016-06-25,Bardzo dobra,34,2023-02-08
38,Żybura-Borzym Sp.j.,937-425-10-76,2021-06-12,2015-04-30,Średnia,5,2023-06-21
39,Maraszek-Krysta Sp.j.,364-437-53-62,2023-10-06,2018-01-11,Dobra,37,2023-10-02
40,PPUH Bubel-Dumin i syn s.c.,083-609-25-95,2021-08-10,2024-03-22,Średnia,50,2023-03-25
41,FPUH Krzywonos Sp.k.,276-244-73-09,2024-03-30,2023-12-08,Średnia,40,2023-09-21
42,Stowarzyszenie Janasik Sp.k.,447-746-60-71,2021-10-08,2023-12-25,Zła,23,2023-01-02
43,Sysło-Kopytko s.c.,517-613-46-92,2021-08-25,2015-03-12,Średnia,10,2023-02-12
44,Sołtan S.A.,387-891-36-11,2021-12-18,2020-09-14,Dobra,2,2023-07-25
45,Stowarzyszenie Korpal-Sugier Sp. z o.o. Sp.k.,185-105-52-60,2021-03-10,2017-10-29,Zła,12,2023-05-13
46,Spółdzielnia Rogacz,686-377-19-93,2020-06-11,2020-12-23,Średnia,29,2023-09-09
47,Gierak i syn s.c.,083-320-95-57,2022-03-05,2022-01-12,Średnia,30,2023-05-03
48,FPUH Klimko i syn s.c.,880-533-12-81,2021-03-11,2018-11-08,Bardzo dobra,15,2023-09-12
49,Wolańczyk i syn s.c.,406-170-63-67,2022-06-16,2016-10-11,Bardzo dobra,19,2023-09-12
50,Wielgos-Galos i syn s.c.,952-171-57-56,2023-05-13,2022-12-09,Średnia,35,2023-01-01
